@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
32,technician,married,tertiary,no,3939,no,no,cellular,8,aug,209,2,-1,0,no
30.808121,management,single,tertiary,no,8,no,no,cellular,22.53292,apr,106.519015,2.115178,-1,0,yes
51,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,no
46,technician,married,secondary,no,1427,yes,no,unknown,14,may,32,3,-1,0,no
45.35057,management,married,tertiary,no,2270.652901,yes,no,cellular,24.402299,apr,1073.247043,3.273415,-1,0,yes
26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1,0,no
27.495878,management,single,secondary,no,214.327954,no,no,cellular,25.793451,mar,378.288725,1.548564,-1,0,yes
33,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,no
30.752109,management,married,secondary,no,1726.003643,no,no,cellular,5,jun,166.963288,1.18825,-1,0,yes
37.04878,management,married,secondary,no,483.654435,no,no,cellular,15.874549,oct,211.775086,1.226058,-1,0,yes
61.41763,management,married,tertiary,no,1339.25701,no,no,cellular,14.988263,jun,367.03979,5.239653,-1,0,yes
31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142,3,-1,0,no
57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,-1,0,no
55.689618,unemployed,married,primary,no,3373.852068,no,no,cellular,13.17854,apr,263.675386,1.501221,-1,0,yes
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,no
51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,no
32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,no
39.980347,management,married,tertiary,no,322.884759,no,no,cellular,7.864895,may,777.091814,1.797563,-1,0,yes
34,technician,married,secondary,no,550,no,yes,cellular,9,jul,601,1,-1,0,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,yes
30.700815,admin.,married,secondary,no,915.932345,no,no,cellular,16.250754,oct,328.285321,1.74122,-1,0,yes
28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246,1,343,1,no
33.891067,services,married,secondary,no,2405.724097,yes,no,cellular,9.928128,oct,144.532198,1,193.719385,1.565533,yes
62.634612,retired,married,tertiary,no,8271.18051,no,no,telephone,6.259749,jun,257.156946,1,41.680216,1.042327,yes
39.440591,management,married,secondary,no,866.116556,yes,no,cellular,10.643017,feb,719.975881,1.319812,183.655871,4.733297,yes
52.70449,management,married,secondary,no,1795.113459,no,no,cellular,16.843105,oct,336.055812,1.006807,44.424062,0.743105,yes
35.575683,self-employed,divorced,tertiary,no,1346.381615,no,no,cellular,21.955533,aug,734.872397,2.216529,-1,0,yes
54.91995,management,divorced,primary,no,-366.922213,no,no,cellular,29.844398,may,830.043873,1.746299,-1,0,yes
37.064601,admin.,married,secondary,no,627.154287,no,no,cellular,9.061424,may,424.2353,1.881701,372.228376,2.170289,yes
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,no
51.311091,management,divorced,tertiary,no,8.400621,no,no,cellular,13.288447,apr,80.210625,1.773848,-1,0,yes
45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,no
38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,299,5,-1,0,no
43.077197,services,single,secondary,no,347.841631,no,no,cellular,10.375615,aug,1777.535412,2.353565,-1,0,yes
55.907535,management,single,secondary,no,6021.540776,no,no,cellular,9.740381,mar,407.813711,3.027873,18.889382,1.347127,yes
32.017943,services,single,secondary,no,153.29562,no,no,cellular,19.209803,jun,169.722394,1.08229,-1,0,yes
82.954988,retired,married,primary,no,229.800462,no,no,cellular,27.292843,oct,111.159838,1,-1,0,yes
57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,no
35.580929,blue-collar,married,primary,no,663.016816,no,no,cellular,16.384937,jul,955.03731,3.719347,-1,0,yes
49.527865,blue-collar,married,secondary,no,2156.182903,no,no,cellular,12.567172,feb,241.445692,2.091627,95.303117,1.673628,yes
25,unemployed,single,secondary,no,34,no,yes,unknown,4,jul,316,1,-1,0,no
38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,no
32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,no
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,no
28.106886,services,single,secondary,no,150.663794,no,no,cellular,1.378065,jun,344.124566,2.359312,144.693293,2.497448,yes
37,blue-collar,single,primary,no,851,yes,no,cellular,15,may,151,1,352,1,no
37,technician,married,secondary,no,712,yes,no,cellular,18,nov,291,2,-1,0,no
41,admin.,divorced,secondary,no,3823,no,no,cellular,26,apr,234,10,-1,0,no
54.478924,management,single,secondary,no,6020.728593,no,no,cellular,12.562069,mar,401.472415,3.11286,39.884215,1.496628,yes
39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,no
26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,no
49.241606,unemployed,married,secondary,no,3605.389576,no,no,cellular,25.386278,apr,158.132149,1,-1,0,yes
39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,no
32,management,single,tertiary,no,112,yes,no,cellular,5,may,118,1,-1,0,no
28,technician,single,secondary,no,1532,no,no,cellular,22,may,253,1,107,5,no
55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,no
29.71754,management,married,secondary,no,-141.598677,yes,yes,cellular,17.727459,may,617.214872,2.068462,293.896569,1.41989,yes
45.588415,management,married,secondary,no,9.970781,no,no,cellular,13.195045,aug,386.972663,4.352997,-1,0,yes
30.610163,management,married,secondary,no,1734.709585,no,no,cellular,5,jun,166.727198,1.752078,-1,0,yes
32.929601,management,married,secondary,no,-213.334142,yes,yes,cellular,18.526537,may,551.787895,1.351674,235.472261,2.472099,yes
36.773153,technician,single,secondary,no,-221.361878,yes,no,cellular,13,may,1146.488861,4.486207,-1,0,yes
45.047275,admin.,married,secondary,no,2207.297541,no,no,cellular,10.442659,feb,242.474113,1.18251,67.988069,0.752864,yes
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357,3,-1,0,no
79,retired,divorced,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,no
50.479574,admin.,married,secondary,no,453.92146,no,no,cellular,5.577579,apr,572.582295,1,-1,0,yes
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,no
60.51377,technician,married,secondary,no,1003.365967,no,no,cellular,10.120944,mar,107.119201,1.65669,-1,0,yes
33.786578,management,married,secondary,no,2424.403522,yes,no,cellular,14.257994,may,647.115446,4.762236,-1,0,yes
49.486347,unemployed,married,secondary,no,3600.03116,no,no,cellular,24.712705,apr,152.175395,1,-1,0,yes
32.692712,services,single,secondary,no,137.405165,no,no,cellular,14.706764,may,169.190575,1.188574,-1,0,yes
41.355988,admin.,divorced,secondary,no,945.281148,no,no,cellular,21.479355,may,915.982343,1,-1,0,yes
43.041582,technician,single,secondary,no,2287.358178,no,no,cellular,11.805147,feb,114.907823,1,2.084462,0.526251,yes
37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,no
41.404379,technician,single,secondary,no,1604.165631,no,no,cellular,21.240986,oct,818.20893,1,45.478908,0.349687,yes
32.620145,management,single,secondary,no,6.240538,no,no,cellular,17.971972,apr,101.60333,2.254376,-1,0,yes
46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,no
36,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,no
35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,no
31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,no
59.634333,technician,single,secondary,no,64.662799,no,no,cellular,10.507557,may,1017.824055,1.964998,-1,0,yes
44.450402,services,single,secondary,no,251.728813,no,no,cellular,10.172142,aug,1735.102107,4,-1,0,yes
58,retired,married,secondary,no,11,no,no,cellular,11,aug,270,1,-1,0,no
46.418271,management,married,secondary,no,32.168073,no,no,cellular,21.418795,aug,530.042539,2,-1,0,yes
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,no
35,management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,no
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,no
51,entrepreneur,married,tertiary,no,3921,yes,no,cellular,5,may,168,1,-1,0,no
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,no
42.404548,management,married,secondary,no,3406.133499,no,no,cellular,20.516053,nov,646.241328,3.941014,12.94738,0.294708,yes
34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,no
33.917359,services,married,secondary,no,2402.692825,yes,no,cellular,9.880686,oct,150.182918,1,192.581354,1.573507,yes
50,services,married,primary,no,1260,no,no,cellular,18,nov,172,1,-1,0,no
39.54793,blue-collar,married,secondary,no,1898.097915,no,no,cellular,14.634379,oct,767.449155,1.950978,7.468373,0.42076,yes
43,management,married,secondary,no,17555,no,no,cellular,26,aug,14,14,-1,0,no
37.74772,management,married,secondary,no,481.041283,no,no,cellular,18.75746,oct,208.638406,1.138499,-1,0,yes
39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,no
46.786429,management,married,secondary,no,34.521836,no,no,cellular,21.281199,aug,534.213326,2,-1,0,yes
73,retired,married,secondary,no,19,no,no,cellular,5,nov,509,2,-1,0,no
34.6192,management,single,secondary,no,1587.859775,no,no,cellular,12.580974,oct,270.362547,1,-1,0,yes
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,yes
26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,yes
34.304526,unemployed,single,primary,no,469.81837,no,no,cellular,6.320045,jul,740.896335,11.279624,-1,0,yes
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,no
35.650577,blue-collar,married,primary,no,662.771321,no,no,cellular,16.988899,jul,962.825019,2.441519,-1,0,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,yes
40.390159,blue-collar,married,secondary,no,54.734666,no,no,cellular,5.16767,may,487.015006,2.013733,-1,0,yes
38.321956,management,divorced,secondary,no,970.038201,yes,no,cellular,12.591541,may,879.40513,1.65582,242.837046,4.285546,yes
41.954171,management,married,tertiary,no,2.239595,no,no,cellular,8.185244,oct,489.200667,1,-1,0,yes
24.410329,blue-collar,married,secondary,no,181.988541,yes,no,cellular,17.026919,may,483.745435,1,-1,0,yes
48.589366,retired,married,tertiary,no,17984.063028,no,no,cellular,11.224028,sep,391.601523,1.035675,-1,0,yes
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,no
34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58,2,-1,0,no
45.458957,admin.,married,secondary,no,27.247345,no,no,cellular,23.318663,aug,386.830263,5.810068,-1,0,yes
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,no
32.629975,unemployed,married,primary,no,3319.767633,no,no,cellular,4.520537,apr,244.986123,1.819684,37.212482,0.064986,yes
30,housemaid,single,secondary,no,1924,no,no,cellular,6,feb,170,1,-1,0,no
35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,no
36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,81,4,-1,0,no
37.219246,technician,married,secondary,no,6837.15558,no,no,cellular,21.862785,may,226.22602,2.248724,103.659805,4,yes
64.257979,services,married,secondary,no,435.392841,no,no,cellular,18.532204,aug,213.129513,2.211102,93.293428,1,yes
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,no
33,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,no
36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,no
72.131082,retired,married,secondary,no,3771.60352,no,no,cellular,16.98234,apr,249.650537,1.143845,182.727966,1.295897,yes
42.290769,blue-collar,single,secondary,no,15.997982,no,no,cellular,15.904346,may,606.652694,1.525626,-1,0,yes
30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,no
41.245924,services,married,secondary,no,238.116805,yes,no,cellular,19.729783,may,1003.893802,2.031975,-1,0,yes
36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,no
50.41614,unemployed,married,secondary,no,2931.549892,no,no,cellular,19.787498,aug,827.600372,8.538044,-1,0,yes
33.082457,management,single,secondary,no,213.002869,no,no,cellular,5.335291,mar,347.440609,2.543508,-1,0,yes
29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,no
30,management,single,tertiary,no,47,no,yes,cellular,31,jul,11,17,-1,0,no
34.858463,technician,single,secondary,no,2439.676435,no,no,cellular,22.861296,feb,92.401163,1.539039,146.203629,0.155741,yes
55,management,married,tertiary,no,171,yes,no,cellular,8,aug,73,6,-1,0,no
34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,no
27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,no
31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66,2,-1,0,no
45.459285,technician,married,secondary,no,-791.35376,yes,no,cellular,4.709673,may,443.851212,2.093092,1.971544,0.043273,yes
27,technician,single,secondary,no,769,yes,no,unknown,9,may,317,2,-1,0,no
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,yes
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,no
50.596855,blue-collar,married,secondary,no,3897.603743,no,no,cellular,21.667282,apr,168.453352,1,6.348769,0.07504,yes
24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,no
58.550978,admin.,divorced,secondary,no,1031.278974,no,no,unknown,13.693443,jun,1104.09283,1,-1,0,yes
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,no
21.087379,management,single,secondary,no,498.711702,no,no,cellular,28.765032,apr,286.621414,1.548529,-1,0,yes
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,no
64.433073,blue-collar,married,primary,no,4086.4369,no,no,cellular,2.981431,oct,382.476844,2.052215,-1,0,yes
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,no
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,yes
36.417072,management,divorced,secondary,no,993.24128,yes,no,cellular,11.983756,may,926.892811,1.707207,308.675728,4.415307,yes
44.618513,admin.,married,secondary,no,31.725588,yes,no,cellular,7.311864,jul,1461.161797,5.725271,-1,0,yes
72.885505,retired,married,secondary,no,3809.797985,no,no,cellular,16.705191,apr,260.111843,1.062503,172.445711,0.830896,yes
43.25893,services,single,secondary,no,410.592217,no,no,cellular,16.259803,may,1008.199822,1.231599,-1,0,yes
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185,3,-1,0,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,no
28.330912,blue-collar,married,secondary,no,4461.886022,no,no,cellular,12.481153,may,414.077094,1.905301,-1,0,yes
34,management,single,tertiary,no,8038,yes,no,cellular,20,apr,29,3,152,1,no
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,yes
50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,no
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,412,1,-1,0,no
28.684292,management,single,secondary,no,5.403235,no,no,cellular,14.018802,apr,101.130001,2.005175,-1,0,yes
72.096773,management,married,tertiary,no,7779.318668,no,no,cellular,14.696449,may,138.453371,1.580958,-0.377814,0.218125,yes
35.761674,management,married,secondary,no,1559.421516,no,no,cellular,14.937297,oct,270.026288,1,-1,0,yes
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,no
51,management,married,tertiary,no,5108,yes,no,cellular,8,oct,272,1,102,8,no
44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322,2,-1,0,no
33.835371,blue-collar,single,secondary,no,-2.695055,no,no,cellular,17.031599,may,606.490857,2.664435,-1,0,yes
44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392,1,-1,0,no
31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,no
37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204,1,-1,0,no
44.866544,technician,married,secondary,no,4515.075954,yes,no,cellular,20.44871,may,907.826714,2.424346,40.024247,0.732362,yes
72.024689,technician,married,secondary,no,1150.689279,no,no,cellular,7.247069,may,196.489033,3.467344,-1,0,yes
44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,no
35.938519,management,married,secondary,no,190.006373,yes,no,cellular,10.012123,may,443.282378,5.245823,382.42784,4.785702,yes
73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,no
50.351786,management,married,secondary,no,-7.988462,yes,no,cellular,13.066227,may,586.025651,1,200.819342,1,yes
53.953866,technician,married,secondary,no,275.962363,no,no,cellular,19.829318,oct,413.369471,1,125.10661,1,yes
25,student,single,secondary,no,325.938304,no,no,cellular,26,may,216.389713,2.593815,-1,0,yes
25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,no
45.985063,management,married,secondary,no,12.322203,no,no,cellular,18.105045,aug,387.1662,5.269825,-1,0,yes
36.197103,blue-collar,single,secondary,no,-29.3048,yes,no,cellular,16.42459,may,1109.102925,2.093288,286.972588,2.447991,yes
33.351034,management,single,tertiary,no,6.980494,no,no,cellular,16.087962,apr,98.817918,2.782874,-1,0,yes
44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,no
39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141,1,-1,0,no
34.051862,technician,married,tertiary,no,2462.493871,yes,no,cellular,26.642454,aug,1059.285971,13.176718,-1,0,yes
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,no
73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,yes
59.128688,management,married,secondary,no,1045.264717,no,no,cellular,10.870357,feb,108.948219,2.765887,-1,0,yes
25.017697,blue-collar,married,secondary,no,198.856763,yes,no,cellular,15.297837,may,483.111213,1,-1,0,yes
58.492895,retired,married,tertiary,no,662.825564,yes,no,cellular,21.508037,may,367.552139,2.182203,-1,0,yes
55.666789,unemployed,married,primary,no,3372.027507,no,no,cellular,12.477517,apr,264.0842,1.484887,-1,0,yes
32.560294,services,single,secondary,no,134.455037,no,no,cellular,10.119755,jun,174.773153,1.113891,-1,0,yes
55,housemaid,married,primary,no,136,yes,no,unknown,19,jun,15,10,-1,0,no
42.991769,blue-collar,divorced,primary,no,891.428172,no,no,cellular,23.351244,may,931.213787,1.467786,-1,0,yes
48.431041,services,single,primary,no,1969.221647,yes,no,unknown,4.808474,jun,1247.496312,5.635929,-1,0,yes
59,retired,divorced,primary,no,7179,no,no,cellular,5,feb,150,1,-1,0,no
57,admin.,married,secondary,no,-967,yes,no,telephone,15,may,8,7,-1,0,no
48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,1,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,no
60.31281,management,married,tertiary,no,7741.263911,no,no,cellular,14.619312,may,139.298353,1.965665,-0.46769,0.103859,yes
54.930675,management,married,tertiary,no,1337.542681,no,no,cellular,13.790638,jun,356.787478,4.254011,-1,0,yes
72.101323,blue-collar,married,primary,no,4080.480959,no,no,cellular,7.441098,oct,358.120087,2.396016,-1,0,yes
49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,no
44.176929,blue-collar,married,secondary,no,2157.927633,no,no,cellular,8.075861,feb,249.451794,1.344175,96.92666,1.102765,yes
39,management,married,secondary,no,1072,yes,no,unknown,27,may,1168,2,-1,0,no
49,unknown,married,secondary,no,0,no,no,cellular,28,aug,173,2,-1,0,no
